gateway          | 
pdp              | 	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:205) ~[spring-web-6.0.13.jar!/:6.0.13]
pdp              | 	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:150) ~[spring-web-6.0.13.jar!/:6.0.13]
pdp              | 	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:118) ~[spring-webmvc-6.0.13.jar!/:6.0.13]
pdp              | 	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:884) ~[spring-webmvc-6.0.13.jar!/:6.0.13]
pdp              | 	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:797) ~[spring-webmvc-6.0.13.jar!/:6.0.13]
pdp              | 	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87) ~[spring-webmvc-6.0.13.jar!/:6.0.13]
pdp              | 	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1081) ~[spring-webmvc-6.0.13.jar!/:6.0.13]
pdp              | 	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:974) ~[spring-webmvc-6.0.13.jar!/:6.0.13]
pdp              | 	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1011) ~[spring-webmvc-6.0.13.jar!/:6.0.13]
pdp              | 	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:903) ~[spring-webmvc-6.0.13.jar!/:6.0.13]
pdp              | 	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:564) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885) ~[spring-webmvc-6.0.13.jar!/:6.0.13]
pdp              | 	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:205) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51) ~[tomcat-embed-websocket-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100) ~[spring-web-6.0.13.jar!/:6.0.13]
pdp              | 	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.0.13.jar!/:6.0.13]
pdp              | 	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93) ~[spring-web-6.0.13.jar!/:6.0.13]
pdp              | 	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.0.13.jar!/:6.0.13]
pdp              | 	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201) ~[spring-web-6.0.13.jar!/:6.0.13]
pdp              | 	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.0.13.jar!/:6.0.13]
pdp              | 	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.springframework.web.filter.ForwardedHeaderFilter.doFilterInternal(ForwardedHeaderFilter.java:153) ~[spring-web-6.0.13.jar!/:6.0.13]
pdp              | 	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.0.13.jar!/:6.0.13]
pdp              | 	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:167) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:482) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:115) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:340) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:391) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:896) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1744) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61) ~[tomcat-embed-core-10.1.15.jar!/:na]
pdp              | 	at java.base/java.lang.Thread.run(Thread.java:840) ~[na:na]
pdp              | 
pdp              | 2024-01-28T21:27:21.678Z  INFO 7 --- [nio-8080-exec-3]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/error
pdp              | 2024-01-28T21:27:21.695Z  INFO 7 --- [nio-8080-exec-3]                                          : Method: GET, Path: /api/medical_office/error, Status: 500
pdp              | 2024-01-28T21:27:49.688Z  INFO 7 --- [nio-8080-exec-4]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:27:49.705Z  INFO 7 --- [nio-8080-exec-4]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:27:49.733Z  INFO 7 --- [nio-8080-exec-5]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:27:49.749Z  INFO 7 --- [nio-8080-exec-5]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:29:47.054Z  INFO 7 --- [nio-8080-exec-7]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:29:47.071Z  INFO 7 --- [nio-8080-exec-7]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:29:48.828Z  INFO 7 --- [nio-8080-exec-8]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:29:48.839Z  INFO 7 --- [nio-8080-exec-8]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:29:51.887Z  INFO 7 --- [nio-8080-exec-9]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:29:51.895Z  INFO 7 --- [nio-8080-exec-9]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:32:38.030Z  INFO 7 --- [nio-8080-exec-1]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:32:38.057Z  INFO 7 --- [nio-8080-exec-1]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:32:38.086Z  INFO 7 --- [nio-8080-exec-2]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:32:38.104Z  INFO 7 --- [nio-8080-exec-2]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:32:40.018Z  INFO 7 --- [nio-8080-exec-3]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:32:40.026Z  INFO 7 --- [nio-8080-exec-3]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:33:05.108Z  INFO 7 --- [nio-8080-exec-4]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:33:05.133Z  INFO 7 --- [nio-8080-exec-4]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:33:05.163Z  INFO 7 --- [nio-8080-exec-5]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:33:05.184Z  INFO 7 --- [nio-8080-exec-5]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:33:06.228Z  INFO 7 --- [nio-8080-exec-6]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:33:06.243Z  INFO 7 --- [nio-8080-exec-6]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:33:08.356Z  INFO 7 --- [nio-8080-exec-7]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:33:08.378Z  INFO 7 --- [nio-8080-exec-7]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
redis-idm        | 1:C 28 Jan 2024 20:48:45.359 * oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo
redis-idm        | 1:C 28 Jan 2024 20:48:45.359 * Redis version=7.2.3, bits=64, commit=00000000, modified=0, pid=1, just started
redis-idm        | 1:C 28 Jan 2024 20:48:45.359 # Warning: no config file specified, using the default config. In order to specify a config file use redis-server /path/to/redis.conf
redis-idm        | 1:M 28 Jan 2024 20:48:45.360 * monotonic clock: POSIX clock_gettime
redis-idm        | 1:M 28 Jan 2024 20:48:45.367 * Running mode=standalone, port=6379.
redis-idm        | 1:M 28 Jan 2024 20:48:45.386 * Server initialized
redis-idm        | 1:M 28 Jan 2024 20:48:45.386 * Ready to accept connections tcp
mariadb-medical  | 2024-01-28 22:48:45+02:00 [Note] [Entrypoint]: Entrypoint script for MariaDB Server 1:11.2.2+maria~ubu2204 started.
mariadb-medical  | 2024-01-28 22:48:45+02:00 [Note] [Entrypoint]: Switching to dedicated user 'mysql'
mariadb-medical  | 2024-01-28 22:48:45+02:00 [Note] [Entrypoint]: Entrypoint script for MariaDB Server 1:11.2.2+maria~ubu2204 started.
mariadb-medical  | 2024-01-28 22:48:46+02:00 [Note] [Entrypoint]: Initializing database files
mariadb-medical  | 
mariadb-medical  | 
mariadb-medical  | PLEASE REMEMBER TO SET A PASSWORD FOR THE MariaDB root USER !
mariadb-medical  | To do so, start the server, then issue the following command:
mariadb-medical  | 
mariadb-medical  | '/usr/bin/mariadb-secure-installation'
mariadb-medical  | 
mariadb-medical  | which will also give you the option of removing the test
mariadb-medical  | databases and anonymous user created by default.  This is
mariadb-medical  | strongly recommended for production servers.
mariadb-medical  | 
mariadb-medical  | See the MariaDB Knowledgebase at https://mariadb.com/kb
mariadb-medical  | 
mariadb-medical  | Please report any problems at https://mariadb.org/jira
mariadb-medical  | 
mariadb-medical  | The latest information about MariaDB is available at https://mariadb.org/.
mariadb-medical  | 
mariadb-medical  | Consider joining MariaDB's strong and vibrant community:
mariadb-medical  | https://mariadb.org/get-involved/
mariadb-medical  | 
mariadb-medical  | 2024-01-28 22:48:54+02:00 [Note] [Entrypoint]: Database files initialized
mariadb-medical  | 2024-01-28 22:48:54+02:00 [Note] [Entrypoint]: Starting temporary server
mariadb-medical  | 2024-01-28 22:48:54+02:00 [Note] [Entrypoint]: Waiting for server startup
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] Starting MariaDB 11.2.2-MariaDB-1:11.2.2+maria~ubu2204 source revision 929532a9426d085111c24c63de9c23cc54382259 as process 107
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] InnoDB: Number of transaction pools: 1
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] InnoDB: Using crc32 + pclmulqdq instructions
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] mariadbd: O_TMPFILE is not supported on /tmp (disabling future attempts)
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] InnoDB: Using liburing
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] InnoDB: Initializing buffer pool, total size = 128.000MiB, chunk size = 2.000MiB
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] InnoDB: Completed initialization of buffer pool
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] InnoDB: File system buffers for log disabled (block size=512 bytes)
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] InnoDB: End of log at LSN=47629
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] InnoDB: Opened 3 undo tablespaces
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] InnoDB: 128 rollback segments in 3 undo tablespaces are active.
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] InnoDB: Setting file './ibtmp1' size to 12.000MiB. Physically writing the file full; Please wait ...
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] InnoDB: File './ibtmp1' size is now 12.000MiB.
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] InnoDB: log sequence number 47629; transaction id 14
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] Plugin 'FEEDBACK' is disabled.
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] Plugin 'wsrep-provider' is disabled.
mariadb-medical  | 2024-01-28 22:48:54 0 [Warning] 'user' entry 'root@8f91481610a3' ignored in --skip-name-resolve mode.
mariadb-medical  | 2024-01-28 22:48:54 0 [Warning] 'proxies_priv' entry '@% root@8f91481610a3' ignored in --skip-name-resolve mode.
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] mariadbd: Event Scheduler: Loaded 0 events
mariadb-medical  | 2024-01-28 22:48:54 0 [Note] mariadbd: ready for connections.
mariadb-medical  | Version: '11.2.2-MariaDB-1:11.2.2+maria~ubu2204'  socket: '/run/mysqld/mysqld.sock'  port: 0  mariadb.org binary distribution
mariadb-medical  | 2024-01-28 22:48:55+02:00 [Note] [Entrypoint]: Temporary server started.
mariadb-medical  | 2024-01-28 22:48:59+02:00 [Note] [Entrypoint]: Creating database Medical
mariadb-medical  | 2024-01-28 22:48:59+02:00 [Note] [Entrypoint]: Securing system users (equivalent to running mysql_secure_installation)
mariadb-medical  | 
mariadb-medical  | 2024-01-28 22:48:59+02:00 [Note] [Entrypoint]: /usr/local/bin/docker-entrypoint.sh: running /docker-entrypoint-initdb.d/doctori.sql
mariadb-medical  | 
mariadb-medical  | 
mariadb-medical  | 2024-01-28 22:49:00+02:00 [Note] [Entrypoint]: /usr/local/bin/docker-entrypoint.sh: running /docker-entrypoint-initdb.d/pacienti.sql
mariadb-medical  | 
mariadb-medical  | 
mariadb-medical  | 2024-01-28 22:49:00+02:00 [Note] [Entrypoint]: /usr/local/bin/docker-entrypoint.sh: running /docker-entrypoint-initdb.d/programari.sql
mariadb-medical  | 
mariadb-medical  | 
mariadb-medical  | 2024-01-28 22:49:00+02:00 [Note] [Entrypoint]: Stopping temporary server
mariadb-medical  | 2024-01-28 22:49:00 0 [Note] mariadbd (initiated by: unknown): Normal shutdown
mariadb-medical  | 2024-01-28 22:49:00 0 [Note] InnoDB: FTS optimize thread exiting.
mariadb-medical  | 2024-01-28 22:49:00 0 [Note] InnoDB: Starting shutdown...
mariadb-medical  | 2024-01-28 22:49:00 0 [Note] InnoDB: Dumping buffer pool(s) to /var/lib/mysql/ib_buffer_pool
mariadb-medical  | 2024-01-28 22:49:00 0 [Note] InnoDB: Buffer pool(s) dump completed at 240128 22:49:00
mariadb-medical  | 2024-01-28 22:49:00 0 [Note] InnoDB: Removed temporary tablespace data file: "./ibtmp1"
mariadb-medical  | 2024-01-28 22:49:00 0 [Note] InnoDB: Shutdown completed; log sequence number 62651; transaction id 47
mariadb-medical  | 2024-01-28 22:49:00 0 [Note] mariadbd: Shutdown complete
mariadb-medical  | 
mariadb-medical  | 2024-01-28 22:49:00+02:00 [Note] [Entrypoint]: Temporary server stopped
mariadb-medical  | 
mariadb-medical  | 2024-01-28 22:49:00+02:00 [Note] [Entrypoint]: MariaDB init process done. Ready for start up.
mariadb-medical  | 
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] Starting MariaDB 11.2.2-MariaDB-1:11.2.2+maria~ubu2204 source revision 929532a9426d085111c24c63de9c23cc54382259 as process 1
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: Number of transaction pools: 1
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: Using crc32 + pclmulqdq instructions
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] mariadbd: O_TMPFILE is not supported on /tmp (disabling future attempts)
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: Using liburing
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: Initializing buffer pool, total size = 128.000MiB, chunk size = 2.000MiB
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: Completed initialization of buffer pool
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: File system buffers for log disabled (block size=512 bytes)
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: End of log at LSN=62651
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: Opened 3 undo tablespaces
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: 128 rollback segments in 3 undo tablespaces are active.
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: Setting file './ibtmp1' size to 12.000MiB. Physically writing the file full; Please wait ...
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: File './ibtmp1' size is now 12.000MiB.
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: log sequence number 62651; transaction id 47
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] Plugin 'FEEDBACK' is disabled.
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] Plugin 'wsrep-provider' is disabled.
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: Loading buffer pool(s) from /var/lib/mysql/ib_buffer_pool
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] InnoDB: Buffer pool(s) load completed at 240128 22:49:01
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] Server socket created on IP: '0.0.0.0'.
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] Server socket created on IP: '::'.
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] mariadbd: Event Scheduler: Loaded 0 events
mariadb-medical  | 2024-01-28 22:49:01 0 [Note] mariadbd: ready for connections.
mariadb-medical  | Version: '11.2.2-MariaDB-1:11.2.2+maria~ubu2204'  socket: '/run/mysqld/mysqld.sock'  port: 3306  mariadb.org binary distribution
mariadb-medical  | 2024-01-28 22:50:51 12 [Warning] Aborted connection 12 to db: 'Medical' user: 'root' host: '172.21.0.3' (Got an error reading communication packets)
mariadb-medical  | 2024-01-28 22:50:51 11 [Warning] Aborted connection 11 to db: 'Medical' user: 'root' host: '172.21.0.3' (Got an error reading communication packets)
mariadb-medical  | 2024-01-28 22:50:51 7 [Warning] Aborted connection 7 to db: 'Medical' user: 'root' host: '172.21.0.3' (Got an error reading communication packets)
mariadb-medical  | 2024-01-28 22:50:51 6 [Warning] Aborted connection 6 to db: 'Medical' user: 'root' host: '172.21.0.3' (Got an error reading communication packets)
mariadb-medical  | 2024-01-28 22:50:51 5 [Warning] Aborted connection 5 to db: 'Medical' user: 'root' host: '172.21.0.3' (Got an error reading communication packets)
mariadb-medical  | 2024-01-28 22:50:51 3 [Warning] Aborted connection 3 to db: 'Medical' user: 'root' host: '172.21.0.3' (Got an error reading communication packets)
mariadb-medical  | 2024-01-28 22:50:51 4 [Warning] Aborted connection 4 to db: 'Medical' user: 'root' host: '172.21.0.3' (Got an error reading communication packets)
mariadb-medical  | 2024-01-28 22:50:51 9 [Warning] Aborted connection 9 to db: 'Medical' user: 'root' host: '172.21.0.3' (Got an error reading communication packets)
mariadb-medical  | 2024-01-28 22:50:51 10 [Warning] Aborted connection 10 to db: 'Medical' user: 'root' host: '172.21.0.3' (Got an error reading communication packets)
mariadb-medical  | 2024-01-28 22:50:51 8 [Warning] Aborted connection 8 to db: 'Medical' user: 'root' host: '172.21.0.3' (Got an error reading communication packets)
gateway          | 2024-01-28T21:34:43.461Z  INFO 7 --- [nio-8080-exec-9]                                          : Client: localhost:8080, Method: POST, Path: /api/medical_office/login
idm              | Jan 28, 2024 9:34:43 PM medical.idm.IDMServer$IdentityManagementService authorize
idm              | INFO: Authorization foradmin
idm              | Jan 28, 2024 9:34:43 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
gateway          | 2024-01-28T21:34:43.498Z  INFO 7 --- [nio-8080-exec-9]                                          : Method: POST, Path: /api/medical_office/login, Status: 200
gateway          | 2024-01-28T21:34:44.720Z  INFO 7 --- [io-8080-exec-10]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:34:44 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:34:44.751Z  INFO 7 --- [nio-8080-exec-9]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:34:44.776Z  INFO 7 --- [nio-8080-exec-9]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:34:44.779Z  INFO 7 --- [io-8080-exec-10]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:34:44.785Z  INFO 7 --- [nio-8080-exec-1]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:34:44 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:34:44.803Z  INFO 7 --- [io-8080-exec-10]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:34:44.817Z  INFO 7 --- [io-8080-exec-10]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:34:44.821Z  INFO 7 --- [nio-8080-exec-1]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:34:47.267Z  INFO 7 --- [nio-8080-exec-3]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:34:47 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:34:47.295Z  INFO 7 --- [nio-8080-exec-1]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:34:47.311Z  INFO 7 --- [nio-8080-exec-1]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:34:47.315Z  INFO 7 --- [nio-8080-exec-3]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:34:47.396Z  INFO 7 --- [nio-8080-exec-2]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:34:47 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:34:47.412Z  INFO 7 --- [nio-8080-exec-2]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:34:47.423Z  INFO 7 --- [nio-8080-exec-2]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:34:47.426Z  INFO 7 --- [nio-8080-exec-2]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:34:47.516Z  INFO 7 --- [nio-8080-exec-4]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:34:47 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:34:47.534Z  INFO 7 --- [nio-8080-exec-3]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:34:47.547Z  INFO 7 --- [nio-8080-exec-3]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:34:47.550Z  INFO 7 --- [nio-8080-exec-4]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:34:58.585Z  INFO 7 --- [nio-8080-exec-7]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:34:58 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:34:58.604Z  INFO 7 --- [nio-8080-exec-4]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:34:58.620Z  INFO 7 --- [nio-8080-exec-4]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
